questions,answers
What are Mr. Aarsh Srivastava key research areas in AI?,Mr. Aarsh Srivastava is CEO & Co-Founder of Gravitas AI. He is an AI strategist with more than a decade's experience in AI products & solutions. He is Industry Advisor to Manipal University for AI & Data Science.
In which aspect of AI does Mr. Aarsh Srivastava specialize?,Mr. Aarsh Srivastava is CEO & Co-Founder of Gravitas AI. He is an AI strategist with more than a decade's experience in AI products & solutions. He is Industry Advisor to Manipal University for AI & Data Science.
Mr. Aarsh Srivastava ka AI me kya focus hai?,Mr. Aarsh Srivastava is CEO & Co-Founder of Gravitas AI. He is an AI strategist with more than a decade's experience in AI products & solutions. He is Industry Advisor to Manipal University for AI & Data Science.
AI me Mr. Aarsh Srivastava kis area me kaam kar rahe hain?,Mr. Aarsh Srivastava is CEO & Co-Founder of Gravitas AI. He is an AI strategist with more than a decade's experience in AI products & solutions. He is Industry Advisor to Manipal University for AI & Data Science.
Mr. Aarsh Srivastava ka AI field me specialization kya hai?,Mr. Aarsh Srivastava is CEO & Co-Founder of Gravitas AI. He is an AI strategist with more than a decade's experience in AI products & solutions. He is Industry Advisor to Manipal University for AI & Data Science.
Who is Dr. Rajesh Khanna?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
Can you introduce Dr. Rajesh Khanna?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
Who is Dr. Rajesh Khanna and what does he do?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
Dr. Rajesh Khanna kaun hain?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
Rajesh Khanna ke baare me bata sakte hain?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
Dr. Rajesh Khanna kis field me kaam karte hain?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
What is Dr. Rajesh Khanna expertise in AI?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
In which AI domain is Dr. Rajesh Khanna an expert?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
What are Dr. Rajesh Khanna key contributions to AI?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
Dr. Rajesh Khanna ka AI me kya expertise hai?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
AI me Dr. Rajesh Khanna kis area me kaam kar rahe hain?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
Dr. Rajesh Khanna AI ke kis field me specialist hain?,"Dr. Rajesh Khanna is the Vice Chancellor of D Y Patil International University, Akurdi, Pune. He promotes AI-driven business intelligence and analytics."
Who is Dr. Shrirang Altekar?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
Can you introduce Dr. Shrirang Altekar?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
What is Dr. Shrirang Altekar background?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
Dr. Shrirang Altekar kaun hain?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
Dr. Shrirang Altekar ke baare me bata sakte hain?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
Dr. Shrirang Altekar kis field me kaam karte hain?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
How does Dr. Shrirang Altekar contribute to AI?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
What role does Dr. Shrirang Altekar play in AI development?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
How has Dr. Shrirang Altekar influenced AI research?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
Dr. Shrirang Altekar AI field me kaise yogdan dete hain?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
AI me Dr. Shrirang Altekar ka kya yogdan hai?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
Dr. Shrirang Altekar ka AI me kya role hai?,"Dr. Shrirang Altekar is the Vice Chancellor of MIT ADT University, Pune. He integrates AI-based decision-making frameworks in education."
Who is Dr. Girish Kumar Chaudhari?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
Can you introduce Dr. Girish Kumar Chaudhari?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
What is Dr. Girish Kumar Chaudhari background?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
Dr. Girish Kumar Chaudhari kaun hain?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
Dr. Girish Kumar Chaudhari ke baare me bata sakte hain?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
Dr. Girish Kumar Chaudhari kis field me kaam karte hain?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
What is Dr. Girish Kumar Chaudhari focus in AI?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
In which area of AI does Dr. Girish Kumar Chaudhari specialize?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
What are Dr. Girish Kumar Chaudhari key contributions in AI?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
Dr. Girish Kumar Chaudhari ka AI me kya expertise hai?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
AI me Dr. Girish Kumar Chaudhari kis area me kaam kar rahe hain?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
Dr. Girish Kumar Chaudhari kis AI field me specialist hain?,"Dr. Girish Kumar Chaudhari is the Vice Chancellor of Sanjay Ghodawat University, Maharashtra. He develops AI solutions for rural and agricultural development."
Who is Dr. Prashant Dave?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
Can you introduce Dr. Prashant Dave?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
What is Dr. Prashant Dave background?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
Dr. Prashant Dave kaun hain?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
Dr. Prashant Dave ke baare me bata sakte hain?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
Dr. Prashant Dave kis field me kaam karte hain?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
What is Dr. Prashant Dave AI contribution?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
How has Dr. Prashant Dave influenced AI research?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
What role does Dr. Prashant Dave play in AI?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
Dr. Prashant Dave AI me kya yogdan dete hain?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
AI me Dr. Prashant Dave ka kya role hai?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
Dr. Prashant Dave kis AI field me kaam kar rahe hain?,"Dr. Prashant Dave is the Vice Chancellor of Indus University, Gujarat. He emphasizes AI applications in environmental sciences and sustainability."
Who is Dr. N.B. Bhalerao?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
Can you introduce Dr. N.B. Bhalerao?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
What is Dr. N.B. Bhalerao background?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
Dr. N.B. Bhalerao kaun hain?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
Dr. N.B. Bhalerao ke baare me bata sakte hain?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
Dr. N.B. Bhalerao kis field me kaam karte hain?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
What is Dr. N.B. Bhalerao area of expertise?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
In which field is Dr. N.B. Bhalerao an expert?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
What are Dr. N.B. Bhalerao key contributions?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
Dr. N.B. Bhalerao kis field me expert hain?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
Dr. N.B. Bhalerao ka specialisation kya hai?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
AI ya education me Dr. N.B. Bhalerao ka kya yogdan hai?,"Dr. N.B. Bhalerao is the Vice Chancellor of K.K. University, Bihar. He researches AI-driven solutions for smart cities."
Who is Dr. Mahesh Chitnis?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
Can you introduce Dr. Mahesh Chitnis?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
What is Dr. Mahesh Chitnis background?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
Dr. Mahesh Chitnis kaun hain?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
Dr. Mahesh Chitnis ke baare me bata sakte hain?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
Dr. Mahesh Chitnis kis field me kaam karte hain?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
What is Dr. Mahesh Chitnis contribution to AI?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
How has Dr. Mahesh Chitnis influenced AI research?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
What role does Dr. Mahesh Chitnis play in AI?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
Dr. Mahesh Chitnis AI field me kya yogdan dete hain?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
AI me Dr. Mahesh Chitnis ka kya role hai?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
Dr. Mahesh Chitnis AI development me kaise contribute karte hain?,"Dr. Mahesh Chitnis is the Vice Chancellor of Swami Vivekanand University, Madhya Pradesh. He promotes AI-based security solutions for digital education."
Who is Dr. Deepak D. Patil?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
Can you introduce Dr. Deepak D. Patil?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
What is Dr. Deepak D. Patil background?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
Dr. Deepak D. Patil kaun hain?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
Dr. Deepak D. Patil ke baare me bata sakte hain?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
Dr. Deepak D. Patil kis field me kaam karte hain?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
What is Dr. Deepak D. Patil expertise in AI?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
In which area of AI does Dr. Deepak D. Patil specialize?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
What are Dr. Deepak D. Patil key contributions in AI?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
Dr. Deepak D. Patil ka AI me kya expertise hai?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
AI me Dr. Deepak D. Patil kis area me kaam kar rahe hain?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
Dr. Deepak D. Patil kis AI field me specialist hain?,"Dr. Deepak D. Patil is the Vice Chancellor of Sandip University, Nashik. He specializes in AI for robotics and automation."
Who is Dr. Pawan Sharma?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
Can you introduce Dr. Pawan Sharma?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
What is Dr. Pawan Sharma background?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
Dr. Pawan Sharma kaun hain?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
Dr. Pawan Sharma ke baare me bata sakte hain?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
Dr. Pawan Sharma kis field me kaam karte hain?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
What is Dr. Pawan Sharma role in AI education?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
How does Dr. Pawan Sharma contribute to AI learning?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
What is Dr. Pawan Sharma influence in AI academia?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
Dr. Pawan Sharma AI education me kya yogdan dete hain?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
AI me Dr. Pawan Sharma ka kya role hai?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
Dr. Pawan Sharma AI learning ko kaise support karte hain?,"Dr. Pawan Sharma is the Vice Chancellor of JJT University, Rajasthan. He promotes AI-based research in space technology."
Who is Dr. Mukesh Tiwari?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
Can you introduce Dr. Mukesh Tiwari?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
What is Dr. Mukesh Tiwari background?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
Dr. Mukesh Tiwari kaun hain?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
Dr. Mukesh Tiwari ke baare me bata sakte hain?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
Dr. Mukesh Tiwari kis field me kaam karte hain?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
How does Dr. Mukesh Tiwari contribute to AI learning?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
What role does Dr. Mukesh Tiwari play in AI education?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
How is Dr. Mukesh Tiwari involved in AI research?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
Dr. Mukesh Tiwari AI learning me kaise contribute karte hain?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
AI education me Dr. Mukesh Tiwari ka kya yogdan hai?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
AI me Dr. Mukesh Tiwari ka contribution kya hai?,"Dr. Mukesh Tiwari is the Vice Chancellor of ITM University, Gwalior. He works on AI-powered automation in industries."
When and where is the AI 360 conference happening?,"The conference will be held on <strong>Friday, 28th February 2025</strong>, from <strong>10:00 AM to 5:00 PM</strong> at <strong>Hyatt Place Pune, Hinjawadi, India</strong>.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
What are the date and venue for AI 360?,"The conference will be held on <strong>Friday, 28th February 2025</strong>, from <strong>10:00 AM to 5:00 PM</strong> at <strong>Hyatt Place Pune, Hinjawadi, India</strong>.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
Where and when will AI 360 take place?,"The conference will be held on <strong>Friday, 28th February 2025</strong>, from <strong>10:00 AM to 5:00 PM</strong> at <strong>Hyatt Place Pune, Hinjawadi, India</strong>.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
AI 360 conference kab aur kahan ho raha hai?,"The conference will be held on <strong>Friday, 28th February 2025</strong>, from <strong>10:00 AM to 5:00 PM</strong> at <strong>Hyatt Place Pune, Hinjawadi, India</strong>.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
AI 360 ki location aur timing kya hai?,"The conference will be held on <strong>Friday, 28th February 2025</strong>, from <strong>10:00 AM to 5:00 PM</strong> at <strong>Hyatt Place Pune, Hinjawadi, India</strong>.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
AI 360 event kahaan aur kis din hone wala hai?,"The conference will be held on <strong>Friday, 28th February 2025</strong>, from <strong>10:00 AM to 5:00 PM</strong> at <strong>Hyatt Place Pune, Hinjawadi, India</strong>.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
What is the duration of the conference?,"The event will run for a full day, from <strong>10:00 AM to 5:00 PM</strong>."
How long will the AI 360 conference last?,"The event will run for a full day, from <strong>10:00 AM to 5:00 PM</strong>."
What is the total duration of AI 360?,"The event will run for a full day, from <strong>10:00 AM to 5:00 PM</strong>."
AI 360 conference kitne time ka hoga?,"The event will run for a full day, from <strong>10:00 AM to 5:00 PM</strong>."
AI 360 ka duration kya hai?,"The event will run for a full day, from <strong>10:00 AM to 5:00 PM</strong>."
AI 360 kitne din tak chalega?,"The event will run for a full day, from <strong>10:00 AM to 5:00 PM</strong>."
How can I reach the venue?,"The conference is at <strong>Hyatt Place Pune, Hinjawadi, India</strong>. Attendees can use private vehicles, public transport, or book accommodations nearby if needed.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
What is the best way to get to the AI 360 venue?,"The conference is at <strong>Hyatt Place Pune, Hinjawadi, India</strong>. Attendees can use private vehicles, public transport, or book accommodations nearby if needed.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
How do I travel to the AI 360 event location?,"The conference is at <strong>Hyatt Place Pune, Hinjawadi, India</strong>. Attendees can use private vehicles, public transport, or book accommodations nearby if needed.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
AI 360 venue tak kaise pahunchein?,"The conference is at <strong>Hyatt Place Pune, Hinjawadi, India</strong>. Attendees can use private vehicles, public transport, or book accommodations nearby if needed.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
AI 360 event ki location tak kaise jayein?,"The conference is at <strong>Hyatt Place Pune, Hinjawadi, India</strong>. Attendees can use private vehicles, public transport, or book accommodations nearby if needed.~<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.7333518585947!2d73.73360281131752!3d18.58605646709664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2bbe8789db675%3A0xd4fbe31a328459b1!2sHyatt%20Place%20Pune%20Hinjawadi!5e0!3m2!1sen!2sbd!4v1740394951464!5m2!1sen!2sbd"" width=""225"" height=""200"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
